time,comment,event,event_player,event_team,comment_desc,home_team,home_team_abbr,away_team,away_team_abbr,full_time_score,match,date,link
," Bayern were outstanding in their run to the Champions League crown in beating Barcelona two years ago, but were knocked in the quarter-finals last season. Julian Nagelsmann will be pressing for a strong start to his reign at Bayern in the competition, and taking the scalp of Barca will be a major achievement first up. The Bundesliga champions have been dominant in their form of late, reeling off a five-game winning streak, which included a 4-1 hammering of RB Leipzig on the road last time out. Nagelsmann and his team will be ready for the challenge at Camp Nou. ",,,,half time summary,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw
," Barcelona embark on their first Champions League campaign since 2003/04 season without Lionel Messi. The Catalan club have been handed a tough start against a Bayern outfit that crushed them 8-2 in their last contest in the Champions League quarter-finals in the 2019/20 season. Ronald Koeman and his team have enjoyed an unbeaten start to the season without Messi, overcoming Getafe in their last outing at the weekend. However, Barca will have to raise the standard tonight against the German champions. ",,,,half time summary,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw
, Good evening and welcome to the live commentary of the Champions League Group E clash between Barcelona and Bayern Munich at Camp Nou. ,,,,half time summary,Barcelona,BAR,Bayern Munchen,FCB,0 - 3,Barcelona vs Bayern Muenchen,09/14/21,https://www.goal.com/en/match/barcelona-vs-bayern-muenchen/11g738se6x5am6jsj6d5b8wlw
," That's all from us today folks, we hope you enjoyed the game! ",,,,full time summary,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
," Both teams go away with a point, so they sit second and third in the group, with Bayern Munich top after beating Barcelona 3-0 today. Dynamo face Bayern next time out in the Champions League, meanwhile Benfica welcome Barca in two weeks time. ",,,,full time summary,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
," Benfica hang on to pick up a point in their opening Champions League game, after Dynamo Kiev have a goal ruled out in stoppage time by VAR for offside. Dynamo rallied late on and had a couple of chances in the final few minutes to win the game, before it looked like Shaparenko had scored the winner, but it wasn't to be. Benfica had numerous chances in the game to score, with Rafa and Yaremchuk going close, but Boyko in the Dynamo goal was in superb form, so it ended goalless. ",,,,full time summary,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 6, FULL-TIME: DYNAMO KIEV 0-0 BENFICA ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 5, GOAL RULED OUT! VAR take a look at the Dynamo goal and the replays show that Garmash was offside when he received the ball down the right and therefore the goal is ruled out. It was a very close call. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 3," POSSIBLE GOAL! Dynamo think they have won it late in stoppage time! Shaparenko produces a brilliant finish at the far post after a lovely cross deep into the box by Garmash from the left and Shaparenko volleys it past Vlachodimos and into the back of the net to send the crowd wild. However, VAR are going to take a look for a possible offside, so the celebrations are on hold. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 2, Late drama here as Dynamo continue to press and they really have Benfica on the ropes now. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 1," CHANCE! Harmash with a looping header at the far post from a corner, which appears to have Vlachodimos beaten, but the keeper manages to get back to tip it over the crossbar. Dynamo are so close! ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90 + 1," SO CLOSE! Dynamo almost win it in stoppage time! The first chance falls to Shaparenko on the edge of the box, who powers a shot towards the top right corner of the net, which has Vlachodimos beaten, but it cannons off the woodwork. The rebound is then picked up by Buyalskiy, but Vlachodimos gets down quickly to make a superb save, before Otamendi turns it behind for a corner. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90, There will be a minimum of three minutes added time played at the end of the second half. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
90," Here is the enforced Benfica change, with Rafa replaced by Pizzi for the final few minutes. ",substitution,"[' Pizzi ', ' Rafa ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
89," It doesn't look like Rafa is going to be able to continue here, a huge disappointment for the visitors as he has arguably been their best player. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
87," Injury concern here for Benfica as Rafa is down on the pitch after a challenge with Verbic and it doesn't look good, with a change ready on the sidelines. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
85," Another Benfica change now, with Joao Mario the man coming off and he has been replaced by Taarabt. ",substitution,"[' A. Taarabt ', ' Joao Mario ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
84," One player who could make the difference from the bench for Benfica today is Pizzi, who has been directly involved in 17 goals in his last 14 major European appearances (12 goals, 5 assists) and has netted in three of his last four Champions League appearances. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
82, Garmash catches Joao Mario late with a high challenge and he is booked after committing a few fouls. ,yellow_card,"[' D. Garmash ', ' Yellow Card ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
80," Dynamo have managed to withstand the storm from Benfica, can they hang on for a point? Or, will they be able to nick a late winner? ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
78," Almost! A low cross is whipped into the penalty area from the right wing and Otamendi swings a leg at it, but doesn't make great contact with it in the six-yard box and Verbic almost capitalises at the far post. However, he can't quite reach it and the chance goes away. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
77," Rafa has been excellent for Benfica today, but he just couldn't latch onto the end of a long ball over the top there and Boyko gratefully gathered. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
76," De Pena has also headed off, with Verbic his replacement. ",substitution,"[' B. Verbic ', ' C. de Pena ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
76," Double substitution by Dynamo, with Tsygankov one of those heading off and he has been replaced by Karavaev. ",substitution,"[' O. Karavaev ', ' V. Tsygankov ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
75, It looks like the hosts are getting ready to make a few more changes as we enter the final 15 minutes of the game. Can these changes make the difference? ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
73," Another yellow card, this time it is shown to Zabarnyi for a foul on Nunez deep down the right wing. Luckily for him Benfica can't create anything from the resulting free-kick. ",yellow_card,"[' I. Zabarnyi ', ' Yellow Card ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
71," Weigl is booked for a blatant shirt pull on Buyalskiy, in order to stop him from breaking forward into the Benfica half. ",yellow_card,"[' J. Weigl ', ' Yellow Card ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
70," There is still plenty of time left on the clock for either team to grab a goal and win this game, but as it stands, they are going to share the points. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
68," In the Champions League, Dynamo Kiev and Benfica met in the 2016-17 group stages, with the Portuguese side winning both games without conceding (2-0 away, 1-0 home). ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
66," Good block! De Pena fires a volley towards goal from the edge of the penalty area after the ball dropped nicely for him in space. However, Otamendi did well to make the block. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
65," The hosts are still trying to break forward on the counter-attack whenever they can, but their opportunities have been much more limited in the second half. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
63," BLOCKED! Rafa works space in the penalty area after some good play by Joao Mario down the right wing and Rafa then powers a shot towards goal which appeared to he heading on target. However, Zabarnyi gets across brilliantly and makes the block to divert the danger. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
62," Surely it won't be too long before someone breaks the deadlock here, with Benfica looking the more likely right now. However, they just can't find a way past Boyko. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
60," Dynamo have also made a substitution now, with Shkurin heading off and he has been replaced by Harmash. ",substitution,"[' D. Garmash ', ' I. Shkurin ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
59, The other change by the visitors sees Yaremchuk replaced by Nunez. ,substitution,"[' D. Nunez ', ' R. Yaremchuk ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
59, Gilberto is another to come off for Benfica and he has been replaced by Lazaro. ,substitution,"[' V. Lazaro ', ' Gilberto ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
59," Benfica have made a triple substitution now, with Everton the first man to come off and he has been replaced by Radonjic. ",substitution,"[' N. Radonjic ', ' Everton ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
57," Benfica are certainly the team on top at the moment, they are currently camped inside the Dynamo half of the pitch, with the hosts sitting deep and soaking up the pressure. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
55," CHANCE! What a save by Boyko to deny Benfica the opening goal! Rafa does brilliantly to win the ball back deep in the penalty area after a bit of a messy scramble and then flick it to Yaremchuk, who smashes the ball towards goal. However, Boyko makes himself as big as possible and makes a great save with his legs to deny the striker. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
54," Benfica have suffered defeat in their opening match in the group stage of their last three Champions League campaigns, losing to CSKA Moscow in 2017-18, Bayern Munich in 2018-19 and RB Leipzig in 2019-20. They were eliminated at the group stages in all three campaigns. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
52, Sydorchuk is the first Dynamo player to be booked after he deliberately pulls Rafa to the ground to stop him from breaking into the final third. ,yellow_card,"[' S. Sydorchuk ', ' Yellow Card ']",Dynamo Kyiv,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
50, Benfica are starting to sit back into a five-man defence when Dynamo have the ball and are putting them under pressure. This is making it difficult for the hosts to create anything due to the lack of space in the final third. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
48, The other game in Group E is between Barcelona and Bayern Munich and the visitors are currently leading 1-0 in that match. Dynamo face Bayern next time out in the Champions League. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
46, The second half is under way! ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
," It has been an open game, end-to-end at times, especially as Dynamo look so dangerous on the counter-attack and they have caught Benfica out at the back on a few occasions with balls in behind. ",,,,half time summary,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
," It's been an entertaining first half of football between Dynamo Kiev and Benfica, with both teams having chances to open the scoring, but it remains goalless at the break. Shaparenko went close from a free-kick early on, but he was superbly denied by Vlachodimos in goal, as was Mykolenko with his strike late on. Meanwhile at the other end, Yaremchuk and Rafa have both had chances, but couldn't find the back of the net. ",,,,half time summary,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
45 + 2, HALF-TIME: DYNAMO KIEV 0-0 BENFICA ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
45, There will be a minimum of one minute added time played at the end of the first half. ,,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
44, Yaremchuk is the second Benfica player to be booked after his poor challenge on Zabarnyi. ,yellow_card,"[' R. Yaremchuk ', ' Yellow Card ']",Benfica,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
43," CHANCE! Dynamo work the ball well down the right wing and it is eventually pulled back to Mykolenko on the edge of the box, who aims an effort towards the bottom right corner of the net. However, Vlachodimos makes a good save. ",,,,timer,Dynamo Kyiv,DYN,Benfica,SLB,0 - 0,Dynamo kyiv Vs Benfica,09/14/21,https://www.goal.com/en/match/dynamo-kyiv-vs-benfica/11jyqbr87a2p6x1l3xlxw6y38
